citation_id,genus,pipiens_complex? ,(sub)species,ecotype,species_id,reasoning_species_id,experiment_id,experiment_distinguisher,distinguisher_value,figure,temperature,trait,statistic,sample_size,SE,extraction_note,nutrients_type,nutrients_concentration,water_volume_at_larva_stage,humidity,photoperiod (L:D),mosquito_origin,location_collect,time_in_lab,lab_origin,pre_experiment_setup,Notes
Shelton_1973,Culiseta,no,inornata,NA,Cino,unambigious,15,Species,Cino,Figure 1,35,0,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,restuans,NA,Cres,unambigious,16,species,Cres,Figure 2,12,0.87,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,restuans,NA,Cres,unambigious,16,species,Cres,Figure 2,15,0.85,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,restuans,NA,Cres,unambigious,16,species,Cres,Figure 2,20,0.9,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,restuans,NA,Cres,unambigious,16,species,Cres,Figure 2,23,0.85,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,restuans,NA,Cres,unambigious,16,species,Cres,Figure 2,25,0.85,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,restuans,NA,Cres,unambigious,16,species,Cres,Figure 2,30,0.5,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,restuans,NA,Cres,unambigious,16,species,Cres,Figure 2,32,0,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,restuans,NA,Cres,unambigious,16,species,Cres,Figure 2,35,0,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,17,species,Cqui,Figure 3,12,0.57,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,17,species,Cqui,Figure 3,15,0.87,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,17,species,Cqui,Figure 3,20,0.9,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,17,species,Cqui,Figure 3,23,1,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,17,species,Cqui,Figure 3,26,0.91,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,17,species,Cqui,Figure 3,29,0.86,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,17,species,Cqui,Figure 3,32,0.47,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,17,species,Cqui,Figure 3,35,0,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,salinarius,NA,Csal,unambigious,18,species,Csal,Figure 4,12,0.45,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,salinarius,NA,Csal,unambigious,18,species,Csal,Figure 4,15,0.5,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,salinarius,NA,Csal,unambigious,18,species,Csal,Figure 4,20,0.7,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,salinarius,NA,Csal,unambigious,18,species,Csal,Figure 4,23,0.86,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,salinarius,NA,Csal,unambigious,18,species,Csal,Figure 4,26,0.47,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,salinarius,NA,Csal,unambigious,18,species,Csal,Figure 4,29,0.5,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,salinarius,NA,Csal,unambigious,18,species,Csal,Figure 4,32,0,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,salinarius,NA,Csal,unambigious,18,species,Csal,Figure 4,35,0,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,sollicitans,NA,Asol,unambigious,19,species,Asol,Figure 7,12,0,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,sollicitans,NA,Asol,unambigious,19,species,Asol,Figure 7,15,0.5,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,sollicitans,NA,Asol,unambigious,19,species,Asol,Figure 7,20,0.62,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,sollicitans,NA,Asol,unambigious,19,species,Asol,Figure 7,23,0.76,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,sollicitans,NA,Asol,unambigious,19,species,Asol,Figure 7,26,0.75,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,sollicitans,NA,Asol,unambigious,19,species,Asol,Figure 7,29,0.78,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,sollicitans,NA,Asol,unambigious,19,species,Asol,Figure 7,32,0.7,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,sollicitans,NA,Asol,unambigious,19,species,Asol,Figure 7,35,0.5,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,triseriatus,NA,Atri,unambigious,20,species,Atri,Figure 8,15,1,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,triseriatus,NA,Atri,unambigious,20,species,Atri,Figure 8,20,0.95,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,triseriatus,NA,Atri,unambigious,20,species,Atri,Figure 8,23,0.97,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,triseriatus,NA,Atri,unambigious,20,species,Atri,Figure 8,26,0.94,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,triseriatus,NA,Atri,unambigious,20,species,Atri,Figure 8,29,0.4,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,triseriatus,NA,Atri,unambigious,20,species,Atri,Figure 8,32,0.2,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,triseriatus,NA,Atri,unambigious,20,species,Atri,Figure 8,35,0,mean,one or more replicates a 20,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Rueda_1990,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,21,NA,NA,Table 6,15,0.3815,mean,30 replicates a 12,0.0289,,liver solution,"3ml liver solution (0.26 mg liver powder Iml deionized water).Every second day, first and second instars were provided with 30 \muL of liver solution per well, and third and fourth instars were given 50 \muL",7ml per larva,NA,constantly illuminated. No difference observed to 14:10,lab,NA,less than 2 years,"stock parents originated from Raleigh, N.C.",27°C?,
Rueda_1990,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,21,NA,NA,Table 6,20,0.8525,mean,30 replicates a 12,0.0262,,liver solution,"3ml liver solution (0.26 mg liver powder Iml deionized water).Every second day, first and second instars were provided with 30 \muL of liver solution per well, and third and fourth instars were given 50 \muL",7ml per larva,NA,constantly illuminated. No difference observed to 14:10,lab,NA,less than 2 years,"stock parents originated from Raleigh, N.C.",27°C?,
Rueda_1990,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,21,NA,NA,Table 6,25,0.903,mean,30 replicates a 12,0.0141,,liver solution,"3ml liver solution (0.26 mg liver powder Iml deionized water).Every second day, first and second instars were provided with 30 \muL of liver solution per well, and third and fourth instars were given 50 \muL",7ml per larva,NA,constantly illuminated. No difference observed to 14:10,lab,NA,less than 2 years,"stock parents originated from Raleigh, N.C.",27°C?,
Rueda_1990,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,21,NA,NA,Table 6,27,0.8487,mean,30 replicates a 12,0.0272,,liver solution,"3ml liver solution (0.26 mg liver powder Iml deionized water).Every second day, first and second instars were provided with 30 \muL of liver solution per well, and third and fourth instars were given 50 \muL",7ml per larva,NA,constantly illuminated. No difference observed to 14:10,lab,NA,less than 2 years,"stock parents originated from Raleigh, N.C.",27°C?,
Rueda_1990,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,21,NA,NA,Table 6,30,0.8312,mean,30 replicates a 12,0.0163,,liver solution,"3ml liver solution (0.26 mg liver powder Iml deionized water).Every second day, first and second instars were provided with 30 \muL of liver solution per well, and third and fourth instars were given 50 \muL",7ml per larva,NA,constantly illuminated. No difference observed to 14:10,lab,NA,less than 2 years,"stock parents originated from Raleigh, N.C.",27°C?,
Rueda_1990,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,21,NA,NA,Table 6,34,0.4207,mean,30 replicates a 12,0.0202,,liver solution,"3ml liver solution (0.26 mg liver powder Iml deionized water).Every second day, first and second instars were provided with 30 \muL of liver solution per well, and third and fourth instars were given 50 \muL",7ml per larva,NA,constantly illuminated. No difference observed to 14:10,lab,NA,less than 2 years,"stock parents originated from Raleigh, N.C.",27°C?,
Mogi_1992,Culex,yes,quinquefasciatus,NA ,Cqui,unambigious,22,strain,Auckland NZ,Figure 2,15,0.583,mean,9 replicates a 300,NA,CI available from Figure 2,dried yeast and ground pellets for cockroach rearing,unclear,1.5L per 300 larvae,NA,10:14,unclear,"Auckland, New Zealand",unclear for how many generations prior to experiments,NA,maintained at 28°C and a 16-h photophase,
Mogi_1992,Culex,yes,quinquefasciatus,NA ,Cqui,unambigious,22,strain,Auckland NZ,Figure 2,20,0.88,mean,3 replicates a 300,NA,CI available from Figure 2,dried yeast and ground pellets for cockroach rearing,unclear,1.5L per 300 larvae,NA,12:12,unclear,"Auckland, New Zealand",unclear for how many generations prior to experiments,NA,maintained at 28°C and a 16-h photophase,
Mogi_1992,Culex,yes,quinquefasciatus,NA ,Cqui,unambigious,22,strain,Auckland NZ,Figure 2,28,0.867,mean,3 replicates a 300,NA,CI available from Figure 2,dried yeast and ground pellets for cockroach rearing,unclear,1.5L per 300 larvae,NA,16:8,unclear,"Auckland, New Zealand",unclear for how many generations prior to experiments,NA,maintained at 28°C and a 16-h photophase,
Mogi_1992,Culex,yes,quinquefasciatus,NA ,Cqui,unambigious,23,strain,Takapuna NZ,Figure 2,15,0.499,mean,9 replicates a 300,NA,CI available from Figure 2,dried yeast and ground pellets for cockroach rearing,unclear,1.5L per 300 larvae,NA,10:14,unclear,"Takapuna, New Zealand",unclear for how many generations prior to experiments,NA,maintained at 28°C and a 16-h photophase,
Mogi_1992,Culex,yes,quinquefasciatus,NA ,Cqui,unambigious,23,strain,Takapuna NZ,Figure 2,20,0.844,mean,3 replicates a 300,NA,CI available from Figure 2,dried yeast and ground pellets for cockroach rearing,unclear,1.5L per 300 larvae,NA,12:12,unclear,"Takapuna, New Zealand",unclear for how many generations prior to experiments,NA,maintained at 28°C and a 16-h photophase,
Mogi_1992,Culex,yes,quinquefasciatus,NA ,Cqui,unambigious,23,strain,Takapuna NZ,Figure 2,28,0.862,mean,3 replicates a 300,NA,CI available from Figure 2,dried yeast and ground pellets for cockroach rearing,unclear,1.5L per 300 larvae,NA,16:8,unclear,"Takapuna, New Zealand",unclear for how many generations prior to experiments,NA,maintained at 28°C and a 16-h photophase,
Mogi_1992,Culex,yes,quinquefasciatus,NA ,Cqui,unambigious,24,strain,Suva Fiji,Figure 2,15,0.376,mean,5 replicates a 300,NA,CI available from Figure 2,dried yeast and ground pellets for cockroach rearing,unclear,1.5L per 300 larvae,NA,10:14,unclear,"Suva, Fiji",unclear for how many generations prior to experiments,NA,maintained at 28°C and a 16-h photophase,
Mogi_1992,Culex,yes,quinquefasciatus,NA ,Cqui,unambigious,24,strain,Suva Fiji,Figure 2,20,0.67,mean,3 replicates a 300,NA,CI available from Figure 2,dried yeast and ground pellets for cockroach rearing,unclear,1.5L per 300 larvae,NA,10:14,unclear,"Suva, Fiji",unclear for how many generations prior to experiments,NA,maintained at 28°C and a 16-h photophase,
Mogi_1992,Culex,yes,quinquefasciatus,NA ,Cqui,unambigious,24,strain,Suva Fiji,Figure 2,28,0.744,mean,3 replicates a 300,NA,CI available from Figure 2,dried yeast and ground pellets for cockroach rearing,unclear,1.5L per 300 larvae,NA,10:14,unclear,"Suva, Fiji",unclear for how many generations prior to experiments,NA,maintained at 28°C and a 16-h photophase,
Mogi_1992,Culex,yes,pipiens pallens,NA ,Cpal,unambigious,25,strain,Saga Japan,Figure 2,15,0.445,mean,6 replicates a 300,NA,CI available from Figure 2,dried yeast and ground pellets for cockroach rearing,unclear,1.5L per 300 larvae,NA,10:14,unclear,"Saga, Japan",unclear for how many generations prior to experiments,NA,maintained at 28°C and a 16-h photophase,
Mogi_1992,Culex,yes,pipiens pallens,NA ,Cpal,unambigious,25,strain,Saga Japan,Figure 2,20,0.54,mean,3 replicates a 300,NA,CI available from Figure 2,dried yeast and ground pellets for cockroach rearing,unclear,1.5L per 300 larvae,NA,10:14,unclear,"Saga, Japan",unclear for how many generations prior to experiments,NA,maintained at 28°C and a 16-h photophase,
Mogi_1992,Culex,yes,pipiens pallens,NA ,Cpal,unambigious,25,strain,Saga Japan,Figure 2,28,0.887,mean,3 replicates a 300,NA,CI available from Figure 2,dried yeast and ground pellets for cockroach rearing,unclear,1.5L per 300 larvae,NA,10:14,unclear,"Saga, Japan",unclear for how many generations prior to experiments,NA,maintained at 28°C and a 16-h photophase,
Dodson_2012,Culex,no,tarsalis,NA,Ctar,unambigious,26,strain,CV,Table 2,19,0.625,NA,2 experiments a 5 groups a 300,NA,averaged data across replicate experiments,"finely ground koi pellets, ground rabbit pellets and bovine liver powder at ratio of 1:1:1","Larval food was added to each container six days per week in the following amounts: 60 mg for 1st and 2nd instar larvae, 90 mg for 3rd instar and 180 mg for 4th instar",1L per 300 larvae,45 %,16:8,lab,NA,NA,"established from field mosquitoes collected in Coachella Valley, CA in 2003","maintained under the following controlled conditions: 27°C ± 1°C, 16:8 h light: dark diurnal cycle at approximately 45% relative humidity",
Dodson_2012,Culex,no,tarsalis,NA,Ctar,unambigious,26,strain,CV,Table 2,25,0.715,NA,2 experiments a 5 groups a 300,NA,averaged data across replicate experiments,"finely ground koi pellets, ground rabbit pellets and bovine liver powder at ratio of 1:1:1","Larval food was added to each container six days per week in the following amounts: 60 mg for 1st and 2nd instar larvae, 90 mg for 3rd instar and 180 mg for 4th instar",1L per 300 larvae,45 %,16:8,lab,NA,NA,"established from field mosquitoes collected in Coachella Valley, CA in 2003","maintained under the following controlled conditions: 27°C ± 1°C, 16:8 h light: dark diurnal cycle at approximately 45% relative humidity",
Dodson_2012,Culex,no,tarsalis,NA,Ctar,unambigious,26,strain,CV,Table 2,31,0.565,NA,2 experiments a 5 groups a 300,NA,averaged data across replicate experiments,"finely ground koi pellets, ground rabbit pellets and bovine liver powder at ratio of 1:1:1","Larval food was added to each container six days per week in the following amounts: 60 mg for 1st and 2nd instar larvae, 90 mg for 3rd instar and 180 mg for 4th instar",1L per 300 larvae,45 %,16:8,lab,NA,NA,"established from field mosquitoes collected in Coachella Valley, CA in 2003","maintained under the following controlled conditions: 27°C ± 1°C, 16:8 h light: dark diurnal cycle at approximately 45% relative humidity",
Dodson_2012,Culex,no,tarsalis,NA,Ctar,unambigious,27,strain,YC,Table 2,19,0.63,NA,2 experiments a 5 groups a 300,NA,averaged data across replicate experiments,"finely ground koi pellets, ground rabbit pellets and bovine liver powder at ratio of 1:1:1","Larval food was added to each container six days per week in the following amounts: 60 mg for 1st and 2nd instar larvae, 90 mg for 3rd instar and 180 mg for 4th instar",1L per 300 larvae,45 %,16:8,lab,NA,NA,"established from field mosquitoes collected in Yolo County, CA in 2009","maintained under the following controlled conditions: 27°C ± 1°C, 16:8 h light: dark diurnal cycle at approximately 45% relative humidity",
Dodson_2012,Culex,no,tarsalis,NA,Ctar,unambigious,27,strain,YC,Table 2,25,0.63,NA,2 experiments a 5 groups a 300,NA,averaged data across replicate experiments,"finely ground koi pellets, ground rabbit pellets and bovine liver powder at ratio of 1:1:1","Larval food was added to each container six days per week in the following amounts: 60 mg for 1st and 2nd instar larvae, 90 mg for 3rd instar and 180 mg for 4th instar",1L per 300 larvae,45 %,16:8,lab,NA,NA,"established from field mosquitoes collected in Yolo County, CA in 2009","maintained under the following controlled conditions: 27°C ± 1°C, 16:8 h light: dark diurnal cycle at approximately 45% relative humidity",
Dodson_2012,Culex,no,tarsalis,NA,Ctar,unambigious,27,strain,YC,Table 2,31,0.26,NA,2 experiments a 5 groups a 300,NA,averaged data across replicate experiments,"finely ground koi pellets, ground rabbit pellets and bovine liver powder at ratio of 1:1:1","Larval food was added to each container six days per week in the following amounts: 60 mg for 1st and 2nd instar larvae, 90 mg for 3rd instar and 180 mg for 4th instar",1L per 300 larvae,45 %,16:8,lab,NA,NA,"established from field mosquitoes collected in Yolo County, CA in 2009","maintained under the following controlled conditions: 27°C ± 1°C, 16:8 h light: dark diurnal cycle at approximately 45% relative humidity",
Teng_2000,Aedes,no,triseriatus,NA,Atri,unambigious,28,NA,NA,Figure 3,15,0.71,mean,,0.075,,"brewer’s yeast lactalbumin:ground Purina rabbit chow, 1:1:1 by volume",1 mg per larva added on day 0 and on day 4,200ml per 20 larvae,NA,16:8,lab,NA,F3-F5,"collected from discarded tires near the town of Cherokee, Jackson County, NC, in 1990",unclear,
Teng_2000,Aedes,no,triseriatus,NA,Atri,unambigious,28,NA,NA,Figure 3,23,0.797,mean,,0.078,,"brewer’s yeast lactalbumin:ground Purina rabbit chow, 1:1:1 by volume",1 mg per larva added on day 0 and on day 4,200ml per 20 larvae,NA,16:8,lab,NA,F3-F5,"collected from discarded tires near the town of Cherokee, Jackson County, NC, in 1990",unclear,
Teng_2000,Aedes,no,triseriatus,NA,Atri,unambigious,28,NA,NA,Figure 3,31,0.486,mean,,0.096,,"brewer’s yeast lactalbumin:ground Purina rabbit chow, 1:1:1 by volume",1 mg per larva added on day 0 and on day 4,200ml per 20 larvae,NA,16:8,lab,NA,F3-F5,"collected from discarded tires near the town of Cherokee, Jackson County, NC, in 1990",unclear,
Loetti_2011,Culex,yes,unclear,unclear,Cpip,likely a mix of Cpip and Cqui based on description of authors,29,NA,NA,Table 1,7,0,NA,48,NA,,mixture of dry brewer’s yeast (Levex®) and finely triturated dog food (Purina Dog Chow®)(3:1 by weight),0.3mg/larva for first and second instars and 0.7 mg/larva for third and fourth instars,28ml per larva,NA,14:10,field,"Egg rafts were obtained from natural populations in Buenos Aires City (34◦35’ S, 58◦29’ W)",NA,NA,They were maintained until eclosion into individual plastic containers with dechlorinated tap water. Experiments were run on larvae hatching from these eggs.,It seems to be that the specimens used in this experiment could be a mix of Cx. Pip. and Cx. Quin 
Loetti_2011,Culex,yes,unclear,unclear,Cpip,likely a mix of Cpip and Cqui based on description of authors,29,NA,NA,Table 1,10,0.5,NA,48,NA,,mixture of dry brewer’s yeast (Levex®) and finely triturated dog food (Purina Dog Chow®)(3:1 by weight),0.3mg/larva for first and second instars and 0.7 mg/larva for third and fourth instars,28ml per larva,NA,14:10,field,"Egg rafts were obtained from natural populations in Buenos Aires City (34◦35’ S, 58◦29’ W)",NA,NA,They were maintained until eclosion into individual plastic containers with dechlorinated tap water. Experiments were run on larvae hatching from these eggs.,It seems to be that the specimens used in this experiment could be a mix of Cx. Pip. and Cx. Quin 
Loetti_2011,Culex,yes,unclear,unclear,Cpip,likely a mix of Cpip and Cqui based on description of authors,29,NA,NA,Table 1,15,0.396,NA,48,NA,,mixture of dry brewer’s yeast (Levex®) and finely triturated dog food (Purina Dog Chow®)(3:1 by weight),0.3mg/larva for first and second instars and 0.7 mg/larva for third and fourth instars,28ml per larva,NA,14:10,field,"Egg rafts were obtained from natural populations in Buenos Aires City (34◦35’ S, 58◦29’ W)",NA,NA,They were maintained until eclosion into individual plastic containers with dechlorinated tap water. Experiments were run on larvae hatching from these eggs.,It seems to be that the specimens used in this experiment could be a mix of Cx. Pip. and Cx. Quin 
Loetti_2011,Culex,yes,unclear,unclear,Cpip,likely a mix of Cpip and Cqui based on description of authors,29,NA,NA,Table 1,20,0.494,NA,158,NA,,mixture of dry brewer’s yeast (Levex®) and finely triturated dog food (Purina Dog Chow®)(3:1 by weight),0.3mg/larva for first and second instars and 0.7 mg/larva for third and fourth instars,28ml per larva,NA,14:10,field,"Egg rafts were obtained from natural populations in Buenos Aires City (34◦35’ S, 58◦29’ W)",NA,NA,They were maintained until eclosion into individual plastic containers with dechlorinated tap water. Experiments were run on larvae hatching from these eggs.,It seems to be that the specimens used in this experiment could be a mix of Cx. Pip. and Cx. Quin 
Loetti_2011,Culex,yes,unclear,unclear,Cpip,likely a mix of Cpip and Cqui based on description of authors,29,NA,NA,Table 1,25,0.764,NA,144,NA,,mixture of dry brewer’s yeast (Levex®) and finely triturated dog food (Purina Dog Chow®)(3:1 by weight),0.3mg/larva for first and second instars and 0.7 mg/larva for third and fourth instars,28ml per larva,NA,14:10,field,"Egg rafts were obtained from natural populations in Buenos Aires City (34◦35’ S, 58◦29’ W)",NA,NA,They were maintained until eclosion into individual plastic containers with dechlorinated tap water. Experiments were run on larvae hatching from these eggs.,It seems to be that the specimens used in this experiment could be a mix of Cx. Pip. and Cx. Quin 
Loetti_2011,Culex,yes,unclear,unclear,Cpip,likely a mix of Cpip and Cqui based on description of authors,29,NA,NA,Table 1,30,0.288,NA,240,NA,,mixture of dry brewer’s yeast (Levex®) and finely triturated dog food (Purina Dog Chow®)(3:1 by weight),0.3mg/larva for first and second instars and 0.7 mg/larva for third and fourth instars,28ml per larva,NA,14:10,field,"Egg rafts were obtained from natural populations in Buenos Aires City (34◦35’ S, 58◦29’ W)",NA,NA,They were maintained until eclosion into individual plastic containers with dechlorinated tap water. Experiments were run on larvae hatching from these eggs.,It seems to be that the specimens used in this experiment could be a mix of Cx. Pip. and Cx. Quin 
Loetti_2011,Culex,yes,unclear,unclear,Cpip,likely a mix of Cpip and Cqui based on description of authors,29,NA,NA,Table 1,33,0.016,NA,128,NA,,mixture of dry brewer’s yeast (Levex®) and finely triturated dog food (Purina Dog Chow®)(3:1 by weight),0.3mg/larva for first and second instars and 0.7 mg/larva for third and fourth instars,28ml per larva,NA,14:10,field,"Egg rafts were obtained from natural populations in Buenos Aires City (34◦35’ S, 58◦29’ W)",NA,NA,They were maintained until eclosion into individual plastic containers with dechlorinated tap water. Experiments were run on larvae hatching from these eggs.,It seems to be that the specimens used in this experiment could be a mix of Cx. Pip. and Cx. Quin 
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,30,population,Low elevation,Figure 3,16,0.88,mean,3 replicates a 200,0.01,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at low elevation site in Maryland between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
