citation_id,virus strain,genus,pipiens_complex? ,(sub)species,ecotype,species_id,reasoning_species_id,experiment_id,experiment_distinguisher,distinguisher_value,figure,way of infection,virus titer,quantity,temperature,sample size,dpi,trait,prediction infected,index,extraction_note,food,blood_source,humidity,photoperiod (L:D),mosquito_origin,location_collect,time_in_lab,lab_origin,pre_experiment_setup,Notes
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,10,0.04,0.47,5,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,14,0,0.47,5,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,18,0.04,0.47,5,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,21,0,0.47,5,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,24,0.04,0.47,5,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,28,0.08,0.47,5,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,31,0.08,0.47,5,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,34,0,0.47,5,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,40,0.04,0.47,5,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,4,0,0.44,6,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,7,0,0.44,6,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,10,0.04,0.44,6,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,14,0,0.44,6,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,18,0,0.44,6,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,21,0,0.44,6,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,24,0,0.44,6,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,28,0,0.44,6,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,31,0.04,0.44,6,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,34,0,0.44,6,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,18,25,40,0,0.44,6,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,4,0,0.291,7,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,7,0,0.291,7,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,10,0.04,0.291,7,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,14,0,0.291,7,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,18,0,0.291,7,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,21,0,0.291,7,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,24,0.04,0.291,7,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,28,0.04,0.291,7,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,31,0.04,0.291,7,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,34,0,0.291,7,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,WN02,Culex,yes,pipiens,unclear,Cpip,unambigious,1,WNV strain,WN02,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,40,0,0.291,7,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,4,0,0.259,8,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,7,0,0.259,8,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,10,0,0.259,8,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,14,0,0.259,8,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,18,0,0.259,8,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,21,0,0.259,8,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,24,0,0.259,8,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,28,0.04,0.259,8,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,31,0,0.259,8,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,34,0,0.259,8,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Kilpatrick_2008,NY99,Culex,yes,pipiens,unclear,Cpip,unambigious,2,WNV strain,NY99,Figure 1C,Hemotek feeding system,1.2–1.4x10e8 plaque-forming units (PFU)/ml,percentage transmitting of exposed,15,25,40,0,0.259,8,Raw data shared by authors,10% sucrose,NA,85 %,16:8,lab,NA,since 2002,Colonized Cx. pipiens were reared and maintained in the Wadsworth Center Arbovirus Laboratory BSL-2 insectary. The colony was established in 2002 from egg rafts collected in Pennsylvania,"maintained continuously using defibrinated goose blood (Hema Resourse and Supply, OR) for egg production and 10% sucrose ad lib for maintenance at 27uC with 16:8 L:D light cycle and 85% humidity",
Cornel_1993,H442,Culex,no,NA,NA,Cuni,unambigious,3,NA,NA,Figure 4,feeding on viremic chicken,4.8 to 5.8 log10 CPD50/ml,percentage transmitting of infected,30,5 to 10,2,0,,9,,6% sucrose,Two-day-old chicks,60-70%,12:12,both,Johannesburg,F1 and F8,originally collected in Johannesburg,"Larval rearing methods were standardized so variation in size of adults would be the same for each experiment. Until the day after the infective blood meal, all mosquitoes were kept in an insectary at 26°C, 75-80% RH, and a photoperiod of 12:12 (L:D) h. Mosquitoes were given infective food when 5-7 d of age after being starved for 12 h.",
