citation_id,genus,pipiens_complex? ,(sub)species,ecotype,species_id,reasoning_species_id,experiment_id,experiment_distinguisher,distinguisher_value,figure,temperature,trait,statistic,SD,SE,extraction_note,nutrients_type,nutrients_concentration,water_volume_at_larva_stage,humidity,photoperiod (L:D),mosquito_origin,location_collect,time_in_lab,lab_origin,pre_experiment_setup,Notes
Reisen_1995,Culex,no,tarsalis ,NA,Ctar,unambigious,12,population,Coachella Valley,Table 1,35,11.1,median,NA,NA,Average of male and female data,finely ground laboratory rat chow ,unclear,2 liter per 500 larvae,NA,14:10,field,"near the north shore of the Salton Sea near Mecca (33° 34' N, 116° 4' W), Riverside County, in the southern Coachella Valley in 1991",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis ,NA,Ctar,unambigious,13,population,San Joaquin Valley,Table 1,15,33.9,median,NA,NA,Average of male and female data,finely ground laboratory rat chow ,unclear,2 liter per 500 larvae,NA,14:10,field,"collected by dry ice-baited traps operated along the Kern River drainage near Bakersfield (35° 25' N, 119° 3' W), Kern County, in the southern San Joaquin Valley (designated SJV) in 1991",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis ,NA,Ctar,unambigious,13,population,San Joaquin Valley,Table 1,20,25.7,median,NA,NA,Average of male and female data,finely ground laboratory rat chow ,unclear,2 liter per 500 larvae,NA,14:10,field,"collected by dry ice-baited traps operated along the Kern River drainage near Bakersfield (35° 25' N, 119° 3' W), Kern County, in the southern San Joaquin Valley (designated SJV) in 1991",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis ,NA,Ctar,unambigious,13,population,San Joaquin Valley,Table 1,25,18.45,median,NA,NA,Average of male and female data,finely ground laboratory rat chow ,unclear,2 liter per 500 larvae,NA,14:10,field,"collected by dry ice-baited traps operated along the Kern River drainage near Bakersfield (35° 25' N, 119° 3' W), Kern County, in the southern San Joaquin Valley (designated SJV) in 1991",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis ,NA,Ctar,unambigious,13,population,San Joaquin Valley,Table 1,30,11.9,median,NA,NA,Average of male and female data,finely ground laboratory rat chow ,unclear,2 liter per 500 larvae,NA,14:10,field,"collected by dry ice-baited traps operated along the Kern River drainage near Bakersfield (35° 25' N, 119° 3' W), Kern County, in the southern San Joaquin Valley (designated SJV) in 1991",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Reisen_1995,Culex,no,tarsalis ,NA,Ctar,unambigious,13,population,San Joaquin Valley,Table 1,35,11.9,median,NA,NA,Average of male and female data,finely ground laboratory rat chow ,unclear,2 liter per 500 larvae,NA,14:10,field,"collected by dry ice-baited traps operated along the Kern River drainage near Bakersfield (35° 25' N, 119° 3' W), Kern County, in the southern San Joaquin Valley (designated SJV) in 1991",NA,NA,"Field-collected females were blood fed on a chick, held for 5 d under inseetary conditions (22°C, and a photoperiod of 14: 10 [L:D] h), and allowed to oviposit en masse. F1 progeny of these females were used for the experiments.",
Loetti_2011,Culex,yes,unclear,unclear,Cpip,likely a mix of Cpip and Cqui based on description of authors,14,NA,NA,Table 2,10,39.8,mean,1.9,NA,Sample size 24,mixture of dry brewer’s yeast (Levex®) and finely triturated dog food (Purina Dog Chow®)(3:1 by weight),0.3mg/larva for first and second instars and 0.7 mg/larva for third and fourth instars,28ml per larva,NA,14:10,field,"Egg rafts were obtained from natural populations in Buenos Aires City (34◦35’ S, 58◦29’ W)",NA,NA,They were maintained until eclosion into individual plastic containers with dechlorinated tap water. Experiments were run on larvae hatching from these eggs.,It seems to be that the specimens used in this experiment could be a mix of Cx. Pip. and Cx. Quin 
Loetti_2011,Culex,yes,unclear,unclear,Cpip,likely a mix of Cpip and Cqui based on description of authors,14,NA,NA,Table 2,15,21.6,mean,1.6,NA,Sample size 19,mixture of dry brewer’s yeast (Levex®) and finely triturated dog food (Purina Dog Chow®)(3:1 by weight),0.3mg/larva for first and second instars and 0.7 mg/larva for third and fourth instars,28ml per larva,NA,14:10,field,"Egg rafts were obtained from natural populations in Buenos Aires City (34◦35’ S, 58◦29’ W)",NA,NA,They were maintained until eclosion into individual plastic containers with dechlorinated tap water. Experiments were run on larvae hatching from these eggs.,It seems to be that the specimens used in this experiment could be a mix of Cx. Pip. and Cx. Quin 
Loetti_2011,Culex,yes,unclear,unclear,Cpip,likely a mix of Cpip and Cqui based on description of authors,14,NA,NA,Table 2,20,13.3,mean,2,NA,Sample size 78,mixture of dry brewer’s yeast (Levex®) and finely triturated dog food (Purina Dog Chow®)(3:1 by weight),0.3mg/larva for first and second instars and 0.7 mg/larva for third and fourth instars,28ml per larva,NA,14:10,field,"Egg rafts were obtained from natural populations in Buenos Aires City (34◦35’ S, 58◦29’ W)",NA,NA,They were maintained until eclosion into individual plastic containers with dechlorinated tap water. Experiments were run on larvae hatching from these eggs.,It seems to be that the specimens used in this experiment could be a mix of Cx. Pip. and Cx. Quin 
Loetti_2011,Culex,yes,unclear,unclear,Cpip,likely a mix of Cpip and Cqui based on description of authors,14,NA,NA,Table 2,25,10.2,mean,1.9,NA,Sample size 110,mixture of dry brewer’s yeast (Levex®) and finely triturated dog food (Purina Dog Chow®)(3:1 by weight),0.3mg/larva for first and second instars and 0.7 mg/larva for third and fourth instars,28ml per larva,NA,14:10,field,"Egg rafts were obtained from natural populations in Buenos Aires City (34◦35’ S, 58◦29’ W)",NA,NA,They were maintained until eclosion into individual plastic containers with dechlorinated tap water. Experiments were run on larvae hatching from these eggs.,It seems to be that the specimens used in this experiment could be a mix of Cx. Pip. and Cx. Quin 
Loetti_2011,Culex,yes,unclear,unclear,Cpip,likely a mix of Cpip and Cqui based on description of authors,14,NA,NA,Table 2,30,8,mean,1,NA,Sample size 69,mixture of dry brewer’s yeast (Levex®) and finely triturated dog food (Purina Dog Chow®)(3:1 by weight),0.3mg/larva for first and second instars and 0.7 mg/larva for third and fourth instars,28ml per larva,NA,14:10,field,"Egg rafts were obtained from natural populations in Buenos Aires City (34◦35’ S, 58◦29’ W)",NA,NA,They were maintained until eclosion into individual plastic containers with dechlorinated tap water. Experiments were run on larvae hatching from these eggs.,It seems to be that the specimens used in this experiment could be a mix of Cx. Pip. and Cx. Quin 
Loetti_2011,Culex,yes,unclear,unclear,Cpip,likely a mix of Cpip and Cqui based on description of authors,14,NA,NA,Table 2,33,11.5,mean,NA,NA,Sample size 2,mixture of dry brewer’s yeast (Levex®) and finely triturated dog food (Purina Dog Chow®)(3:1 by weight),0.3mg/larva for first and second instars and 0.7 mg/larva for third and fourth instars,28ml per larva,NA,14:10,field,"Egg rafts were obtained from natural populations in Buenos Aires City (34◦35’ S, 58◦29’ W)",NA,NA,They were maintained until eclosion into individual plastic containers with dechlorinated tap water. Experiments were run on larvae hatching from these eggs.,It seems to be that the specimens used in this experiment could be a mix of Cx. Pip. and Cx. Quin 
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,15,population,Low elevation,Figure 2,16,20.5,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at low elevation site in Maryland between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,15,population,Low elevation,Figure 2,20,13.1,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at low elevation site in Maryland between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,15,population,Low elevation,Figure 2,24,9.9,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at low elevation site in Maryland between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,15,population,Low elevation,Figure 2,27,8.9,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at low elevation site in Maryland between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,15,population,Low elevation,Figure 2,31,8.3,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at low elevation site in Maryland between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,16,population,Mid latitude,Figure 2,16,22.5,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid latitude site in New Jersey between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,16,population,Mid latitude,Figure 2,20,14.1,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid latitude site in New Jersey between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,16,population,Mid latitude,Figure 2,24,11,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid latitude site in New Jersey between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,16,population,Mid latitude,Figure 2,27,10.7,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid latitude site in New Jersey between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,16,population,Mid latitude,Figure 2,31,9.5,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid latitude site in New Jersey between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,17,population,Mid elevation,Figure 2,16,21.4,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,17,population,Mid elevation,Figure 2,20,13.6,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,17,population,Mid elevation,Figure 2,24,10.2,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,17,population,Mid elevation,Figure 2,27,8.9,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,17,population,Mid elevation,Figure 2,31,8.3,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,18,population,High elevation,Figure 2,16,22.4,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at high elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,18,population,High elevation,Figure 2,20,14.3,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at high elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,18,population,High elevation,Figure 2,24,10.7,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at high elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,18,population,High elevation,Figure 2,27,9.8,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at high elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,18,population,High elevation,Figure 2,31,9.5,not specified but likely mean,NA,NA,The data is female development time. 95% CI could be extracted from Figure.,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at high elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Li_2019,Culex,yes,pipiens pallens,NA,Cpal,unambigious,19,NA,NA,Table 2,10,48.34,mean,NA,NA,trait value calculated by combining larva and pupal stage data. Min and Max available,unclear,unclear,unclear,NA,NA,lab,NA,over 30yr,"originally collected in Wuxi in late 1970s. Maintained in key laboratory of parasitic disease prevention and control technology of the the national health commision of china for more than 30 years at 25+-1 degree, 75+-5% RH and 10h light/d","likely 25+-1 degree, 75+-5% RH and 10h light/day",study translated from Chinese
Li_2019,Culex,yes,pipiens pallens,NA,Cpal,unambigious,19,NA,NA,Table 2,15,30.17,mean,NA,NA,trait value calculated by combining larva and pupal stage data. Min and Max available,unclear,unclear,unclear,NA,NA,lab,NA,over 30yr,"originally collected in Wuxi in late 1970s. Maintained in key laboratory of parasitic disease prevention and control technology of the the national health commision of china for more than 30 years at 25+-1 degree, 75+-5% RH and 10h light/d","likely 25+-1 degree, 75+-5% RH and 10h light/day",study translated from Chinese
Li_2019,Culex,yes,pipiens pallens,NA,Cpal,unambigious,19,NA,NA,Table 2,20,22.03,mean,NA,NA,trait value calculated by combining larva and pupal stage data. Min and Max available,unclear,unclear,unclear,NA,NA,lab,NA,over 30yr,"originally collected in Wuxi in late 1970s. Maintained in key laboratory of parasitic disease prevention and control technology of the the national health commision of china for more than 30 years at 25+-1 degree, 75+-5% RH and 10h light/d","likely 25+-1 degree, 75+-5% RH and 10h light/day",study translated from Chinese
Li_2019,Culex,yes,pipiens pallens,NA,Cpal,unambigious,19,NA,NA,Table 2,25,16.64,mean,NA,NA,trait value calculated by combining larva and pupal stage data. Min and Max available,unclear,unclear,unclear,NA,NA,lab,NA,over 30yr,"originally collected in Wuxi in late 1970s. Maintained in key laboratory of parasitic disease prevention and control technology of the the national health commision of china for more than 30 years at 25+-1 degree, 75+-5% RH and 10h light/d","likely 25+-1 degree, 75+-5% RH and 10h light/day",study translated from Chinese
Li_2019,Culex,yes,pipiens pallens,NA,Cpal,unambigious,19,NA,NA,Table 2,30,11.69,mean,NA,NA,trait value calculated by combining larva and pupal stage data. Min and Max available,unclear,unclear,unclear,NA,NA,lab,NA,over 30yr,"originally collected in Wuxi in late 1970s. Maintained in key laboratory of parasitic disease prevention and control technology of the the national health commision of china for more than 30 years at 25+-1 degree, 75+-5% RH and 10h light/d","likely 25+-1 degree, 75+-5% RH and 10h light/day",study translated from Chinese
Li_2019,Culex,yes,pipiens pallens,NA,Cpal,unambigious,19,NA,NA,Table 2,35,10.4,mean,NA,NA,trait value calculated by combining larva and pupal stage data. Min and Max available,unclear,unclear,unclear,NA,NA,lab,NA,over 30yr,"originally collected in Wuxi in late 1970s. Maintained in key laboratory of parasitic disease prevention and control technology of the the national health commision of china for more than 30 years at 25+-1 degree, 75+-5% RH and 10h light/d","likely 25+-1 degree, 75+-5% RH and 10h light/day",study translated from Chinese
Buth_1990,Culex,no,tarsalis ,NA,Ctar,unambigious,20,species,Ctar,Table 2,15,34.6,mean,NA,0.6,,liver powder,unclear,1 liter per 50 larvae,NA,16:8,lab,NA,since 1973,"colony which originated from Glenlea, MB, in 1973",unclear,
Buth_1990,Culex,no,tarsalis ,NA,Ctar,unambigious,20,species,Ctar,Table 2,20,18.2,mean,NA,0.5,,liver powder,unclear,1 liter per 50 larvae,NA,16:8,lab,NA,since 1973,"colony which originated from Glenlea, MB, in 1973",unclear,
Buth_1990,Culex,no,tarsalis ,NA,Ctar,unambigious,20,species,Ctar,Table 2,25,12.8,mean,NA,0.4,,liver powder,unclear,1 liter per 50 larvae,NA,16:8,lab,NA,since 1973,"colony which originated from Glenlea, MB, in 1973",unclear,
Buth_1990,Culex,no ,restuans,NA,Cres,unambigious,21,species,Cres,Table 2,15,22,mean,NA,0.4,,liver powder,unclear,1 liter per 50 larvae,NA,16:8,field,"obtained from artificial pools in Winnipeg, MB",NA,NA,unclear,
